"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2024-03-02","Lucky #782 Union Ci",50.64,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-03-02","Spotify",10.99,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,"Spotify"
"2024-03-02","Vmc Cutco",-674.47,"posted","",,true,,"regular","Chase Unlimited","9835",,""
"2024-03-02","Presto Fare-5dmbnnn99d",2.44,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-03-02","Stratford School 2s7cc85lelhztru",500,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Total Checking","5670",,""
"2024-03-02","Ca Dir Ach Contrib",1000,"posted","529","Investments",true,,"regular","Total Checking","5670",,"Ca Dir Ach Contrib"
"2024-03-02","Amazon",37.95,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-03-01","99 Ranch",26.54,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-03-01","Gucci",1516.04,"posted","Anchita Fun Money",,true,,"regular","Chase Unlimited","9835",,""
"2024-03-01","Wetzel's Pretzels",9.91,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-03-01","Alameda Health S Pr Payment",-5182.89,"posted","",,true,,"income","Total Checking","5670",,""
"2024-03-01","Meta Direct Dep",-5699.87,"posted","",,true,,"income","Total Checking","5670",,""
"2024-03-01","Meta Direct Dep,anand Co",-1150,"posted","",,true,,"income","Adv Plus Banking","9271",,""
"2024-03-01","Contribution",-2017.92,"posted","Retirement","Investments",true,,"regular","Meta 401(k)","11355",,""
"2024-03-01","Central Loan Adm Loan Paymt",6988.72,"posted","Home","Fixed Costs",false,,"regular","Checking","9970",,"Central Loan Adm Loan Paymt"
"2024-03-01","Directpay Full Balance",-22.99,"posted","",,true,,"internal transfer","Discover it Card","5814",,""
"2024-03-01","Payment",-801.41,"posted","",,true,,"internal transfer","24520792","0792",,""
"2024-03-01","Interest Earned In February Interest Paid_interest",-0.05,"posted","",,true,,"income","Individual Cash Account","2513",,""
"2024-02-29","Sp 1am",379.5,"posted","Work Expenses",,true,,"regular","Chase Unlimited","9835",,""
"2024-02-29","Safeway",26.19,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-29","The Everest Momo Llc",56.18,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-29","National Network Receivable",-125,"posted","",,true,,"income","Total Checking","5670",,""
"2024-02-29","Interest Payment",-0.22,"posted","",,true,,"income","Total Checking","5670",,""
"2024-02-29","Amazon",257.18,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-29","Dividend",-0.25,"posted","",,true,,"regular","Regular Checking","5918",,""
"2024-02-29","Interest Payment",-0.04,"posted","",,true,,"income","Citi® Savings Account","9988",,""
"2024-02-29","Interest Paid",-71.2,"posted","",,true,,"income","Online Savings","9721",,""
"2024-02-28","Ishita Shah Dds",83.2,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-28","Med*stanford Health Care",30,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-28","Highland Hospital",6.24,"posted","Restaurants","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-28","In-n-out Union City",19.27,"posted","Restaurants","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-28","Amazon",32.32,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-28","Amazon",71.97,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-28","United",500.8,"posted","Work Expenses",,true,,"regular","United GatewaySM Card","9871",,""
"2024-02-28","Comcast",112.25,"posted","Utilities","Needs",false,,"regular","Ultimate Rewards®","5474",,"Comcast"
"2024-02-28","Costco",23.76,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-02-27","Kindercare",1080,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2024-02-27","Copilot* Trial Over",95,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-27","Sk Donuts",157.89,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-27","Chase Credit Crd Autopay",13411.76,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-27","Jpmorgan Chase Ext Trnsfr",-7000,"posted","",,true,,"internal transfer","Checking","9970",,""
"2024-02-26","Automatic Payment - Thank",-13411.76,"posted","",,true,,"internal transfer","Chase Unlimited","9835",,""
"2024-02-26","Chase Credit Crd Autopay",4400.67,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-26","United",500.8,"posted","Work Expenses",,true,,"regular","United GatewaySM Card","9871",,""
"2024-02-26","Costco",341.92,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-02-26","Costco",1.66,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-02-24","Namaste India - Fremon",11.85,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-24","Bharat Bazar Union City",39.96,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-24","Ic* Instacart",71.13,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-24","Amazon",17.64,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-23","Usps Po",31.83,"posted","Other","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-23","Chatpatta Corner",55.07,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-23","Automatic Payment - Thank",-4400.67,"posted","",,true,,"internal transfer","Sapphire Reserve","8119",,""
"2024-02-23","Online Transfer  Citibank Checking #######9970 Transaction #:",7000,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-23","Amazon",5.32,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-23","Treasury Direct Treas Drct Prasad Co",10000,"posted","Treasury I Bonds","Investments",true,,"regular","Adv Plus Banking","9271",,""
"2024-02-22","Groupon",52,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-22","Chase Credit Crd Autopay",1924.84,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-22","Pgande Online Prasad Co",325.89,"posted","Utilities","Needs",false,,"regular","Adv Plus Banking","9271",,""
"2024-02-22","Schwab Brokerage Moneylink Prasad Co",-70025.55,"posted","",,true,,"internal transfer","Adv Plus Banking","9271",,""
"2024-02-22","Schwab Brokerage Moneylink Prasad Co",-100000,"posted","",,true,,"internal transfer","Adv Plus Banking","9271",,""
"2024-02-22","💃 to Anu Venkatesh",30,"posted","Entertainment","Wants",false,,"regular","Anchita-Venkatesh",,,""
"2024-02-21","Apex Wireless Of Apexwirele Prasad Co",25.5,"posted","Utilities","Needs",false,,"regular","Adv Plus Banking","9271",,"T-Mobile Apex Wireless"
"2024-02-21","Automatic Payment - Thank",-1924.84,"posted","",,true,,"internal transfer","United GatewaySM Card","9871",,""
"2024-02-20","Walgreens",19.03,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-20","Kindercare",1080,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2024-02-20","Walgreens",10.78,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-20","Ikea East Palo Alto",164.6,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Chase Unlimited","9835",,""
"2024-02-20","Home Depot",-32.97,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Chase Unlimited","9835",,""
"2024-02-20","Indo Restaurant & Lou",96,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-20","Amazon",123.98,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-20","Amazon",40.36,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-20","Transfer Wealthfront",-19.47,"posted","",,true,,"internal transfer","Adv Plus Banking","9271",,""
"2024-02-20","Pty Tax Online Prasad Co",14385.1,"posted","Property Taxes","Fixed Costs",false,,"regular","Adv Plus Banking","9271",,""
"2024-02-20","Bank Of America, N.a. (account ) Money Out Withdrawal",19.47,"posted","",,true,,"internal transfer","Individual Cash Account","2513",,""
"2024-02-19","Aciacls.com",109,"posted","Dental Expenses","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-19","Amazon",14.39,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-18","Food And Beverages",5.63,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-18","Home Depot",38.82,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Chase Unlimited","9835",,""
"2024-02-18","Paddle.net* Enhancv",-49.97,"posted","Other","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-18","Madras Cafe",61.33,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-18","Himalayan Kitchen",55.51,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-18","Amazon",956.87,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Prime Visa","0187","Backyard Landscaping",""
"2024-02-18","Amazon.com*ri61i6a21",75.74,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-18","Amazon",121.25,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-18","Costco",87.36,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-02-17","Fastrak Csc",45,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-17","Bay Area Discvy Museum",-75,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-17","Paddle.net* Enhancv",49.97,"posted","Other","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-17","The Exploratorium",79.9,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-17","Ic* Instacart*subscrip",-90.17,"posted","Restaurants","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-17","Mta Meter Prt Pbp",3.09,"posted","Car","Fixed Costs",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-17","The Wok Shop",59.69,"posted","Shops","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-17","Zelle Payment From Sanah Khan Bacl0bfioerc",-30,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-17","Netflix",22.99,"posted","Subscriptions","Needs",false,,"regular","Discover it Card","5814",,"Netflix"
"2024-02-16","Sp Slumberpod",75.74,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-16","Safeway",36.52,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-16","Trader Joe's",158.77,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-16","Bay Area Discvy Museum",75,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-16","Ikea East Palo Alto",605.39,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-16","Trader Joe's",47.98,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-16","Py *sajj Menlo Park",36.53,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-16","Chase Credit Crd Autopay",118,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-16","Alameda Health S Pr Payment",-5316.74,"posted","",,true,,"income","Total Checking","5670",,""
"2024-02-16","Meta Direct Dep",-3914.68,"posted","",,true,,"income","Total Checking","5670",,""
"2024-02-16","Amazon",71.25,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-16","Meta Direct Dep,anand Co",-1150,"posted","",,true,,"income","Adv Plus Banking","9271",,""
"2024-02-16","Alameda County Utility *prasad Co Tel",99.54,"posted","Utilities","Needs",false,,"regular","Adv Plus Banking","9271",,"Water Bill"
"2024-02-16","Contribution",-2017.92,"posted","Other","Wants",false,,"regular","Meta 401(k)","11355",,""
"2024-02-15","Lyft",32,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-15","Uber",25.43,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-15","Saffron- San Carlos",83.12,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-15","Atm Cash Deposit",-2866,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-15","Automatic Payment - Thank",-118,"posted","",,true,,"internal transfer","Ultimate Rewards®","5474",,""
"2024-02-15","Citi Autopay Payment",240.96,"posted","",,true,,"internal transfer","Checking","9970",,""
"2024-02-14","Connectyourcare Optumclaim",-1978.19,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-14","Autopay Rautopay Auto-pmt",-240.96,"posted","",,true,,"internal transfer","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-02-13","Sp Twelve South",149.52,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-13","Kindercare",1080,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2024-02-13","Check: Patricio",5500,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Total Checking","5670","Backyard landscaping",""
"2024-02-13","Americanswimacad Purchase",890,"posted","Kids Activities","Wants",false,,"regular","Total Checking","5670",,""
"2024-02-13","Ca Dir Ach Contrib Xxxxx476502 Co",1000,"posted","529","Investments",true,,"regular","Adv Plus Banking","9271",,""
"2024-02-13","Connectyourcare Optumclaim, Anand Co",-10.46,"posted","",,true,,"internal transfer","Adv Plus Banking","9271",,""
"2024-02-12","Sp",59.88,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-12","La Comer La Cascada",46.89,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-12","Check: Patricio",6000,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Total Checking","5670","Backyard landscaping",""
"2024-02-12","Amazon",8.85,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-12","Model X Loan",850.94,"posted","Car","Fixed Costs",false,,"regular","Regular Checking","5918",,""
"2024-02-11","Playa Cabos Baja",8.91,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-11","Uber",33.55,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-10","Cvs",10.46,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-10","Amazon Digital",64.99,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-10","Amazon.com*rb5jo37k2",13.23,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-09","Potterybarnkids.com",71.09,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-09","Alameda County Dental",20,"posted","Utilities","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-09","Highland Hospital",12.31,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-09","Check",524,"posted","Dental Expenses","Fixed Costs",false,,"regular","Total Checking","5670","Sedation License",""
"2024-02-09","Amazon",28.78,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-08","Ulta",82.93,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-08","Usconnect Pvsds Vend L",2.4,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-08","Apni Mandi Farmers Mar",50.7,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-08","Boons* Deccan Morsels",14.32,"posted","Groceries","Needs",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-08","Highland Hospital",13.49,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-08","Chase Credit Crd Autopay",803.36,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-02-07","Dsw Pacific Commons",26.44,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-07","Highland Hospital",10.65,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-07","Www.85cbak* 85c Bakery",72,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-07","Check: Patricio",6000,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Total Checking","5670","Backyard landscaping",""
"2024-02-07","Automatic Payment - Thank",-803.36,"posted","",,true,,"internal transfer","Prime Visa","0187",,""
"2024-02-07","Abacus from Ashwini Mahagaonkar",-123,"posted","",,true,,"regular","Anand-Prasad-29",,,""
"2024-02-06","Apple.com-bill",7.99,"posted","Entertainment","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-06","Pamf Pa Online Bill Pay",20,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-06","Med*stanford Health Care",115,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-06","Kindercare",1080,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2024-02-06","Highland Hospital",10.09,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-06","Honest Kitchen - Fre",50.65,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-06","Check: Patricio",5500,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Total Checking","5670","Backyard Revamp",""
"2024-02-06","Amazon",119.79,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-06","Amazon",27.29,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-05","Fsp*heart Start Cpr",290,"posted","Work Expenses",,true,,"regular","Chase Unlimited","9835",,""
"2024-02-05","Hermes",598.05,"posted","",,true,,"regular","Chase Unlimited","9835",,""
"2024-02-05","Dd Doordash Chipotlem",28.77,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-05","In-n-out Union City",12.18,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-05","Highland Hospital",2.29,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-05","Solar Integrated Prasad Co",38.19,"posted","Utilities","Needs",false,,"regular","Adv Plus Banking","9271",,"Solar Integrated Prasad Co"
"2024-02-04","Rover.com* Pet Svcs",530,"posted","Other","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-04","85c Bakery Cafe Usa",21.56,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-04","Hanson's Pastry",21.99,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-04","Amazon",23.47,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-04","Amazon",57.53,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-04","Amazon",66.42,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-03","Cinepolis Ca",40.1,"posted","Entertainment","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-03","Tesla Insurance Services",223.72,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Tesla Insurance Services"
"2024-02-03","Med*stanford Health Care",15,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-02-03","Honest Kitchen - Fre",13.22,"posted","Restaurants","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-02-03","Honest Kitchen - Fre",110.71,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-03","Cinepolis San Mateo",19.73,"posted","Entertainment","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-03","Honest Kitchen - Fre",12.12,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-03","Honest Kitchen - Fre",3.3,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-03","Honest Kitchen - Fre",38.78,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-03","Honest Kitchen - Fre",43.78,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-03","Ca Dir Ach Contrib",1000,"posted","529","Investments",true,,"regular","Total Checking","5670",,"Ca Dir Ach Contrib"
"2024-02-03","Amazon",26.6,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-03","Discover E-payment Anand Co",22.99,"posted","",,true,,"internal transfer","Adv Plus Banking","9271",,""
"2024-02-02","Spotify",10.99,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,"Spotify"
"2024-02-02","Apple.com-bill",14.99,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,"Apple.com-bill"
"2024-02-02","Shiba Ramen Emeryvil",31.37,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-02","Highland Hospital",6.72,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-02","Alameda Health S Pr Payment",-5182.89,"posted","",,true,,"income","Total Checking","5670",,""
"2024-02-02","Meta Direct Dep",-3914.7,"posted","",,true,,"income","Total Checking","5670",,""
"2024-02-02","Amazon",65.16,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-02-02","Meta Direct Dep,anand Co",-1150,"posted","",,true,,"income","Adv Plus Banking","9271",,""
"2024-02-02","Contribution",-2017.92,"posted","Other","Wants",false,,"regular","Meta 401(k)","11355",,""
"2024-02-01","Highland Hospital",10.69,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-02-01","Costco",120,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-02-01","Central Loan Adm Loan Paymt",6988.72,"posted","Home","Fixed Costs",false,,"regular","Checking","9970",,"Central Loan Adm Loan Paymt"
"2024-02-01","Directpay Full Balance",-22.99,"posted","",,true,,"internal transfer","Discover it Card","5814",,""
"2024-02-01","Abacus class - January from Anu Venkatesh",-90,"posted","",,true,,"regular","Anchita-Venkatesh",,,""
"2024-02-01","Interest Earned In January Interest Paid_interest",-0.08,"posted","",,true,,"income","Individual Cash Account","2513",,""
"2024-01-31","Dd Doordash Cvs",29.42,"posted","Healthcare","Needs",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-31","Bombay Pizza House",71.63,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-31","Interest Payment",-0.38,"posted","",,true,,"income","Total Checking","5670",,""
"2024-01-31","Dividend",-0.38,"posted","",,true,,"regular","Regular Checking","5918",,""
"2024-01-31","Interest Payment",-0.04,"posted","",,true,,"income","Citi® Savings Account","9988",,""
"2024-01-31","Interest Paid",-75.84,"posted","",,true,,"income","Online Savings","9721",,""
"2024-01-30","Pamf Pa Online Bill Pay",35,"posted","Healthcare","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-01-30","Kindercare",1080,"posted","Day Care and Preschools","Fixed Costs",false,,"regular","Chase Unlimited","9835",,"Kindercare"
"2024-01-30","Usps Po",18.05,"posted","Other","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-01-30","Highland Hospital",12.38,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-30","Venmo",66,"posted","Restaurants","Wants",false,,"regular","Total Checking","5670",,""
"2024-01-30","Amazon",-31,"posted","Shops","Wants",false,,"regular","Prime Visa","0187",,""
"2024-01-30","Schwab Brokerage Moneylink Prasad Co",-3070,"posted","",,true,,"internal transfer","Adv Plus Banking","9271",,""
"2024-01-30","Costco Gas",51.43,"posted","Car","Fixed Costs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-01-30","Costco",93.79,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-01-30","Costco",1.66,"posted","Groceries","Needs",false,,"regular","Costco Anywhere Visa® Card by Citi","7178",,""
"2024-01-29","Act*fremont Rec-humsrv",234,"posted","Kids Activities","Wants",false,,"regular","Chase Unlimited","9835","Lake Elizabeth Reservation: Vidyuth Birthday",""
"2024-01-29","Fluff Yeah Grooming",90,"posted","Pets","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-01-29","Wl *hyatt Ziva Los Cab",2044,"posted","Travel & Vacation","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-29","Chase Credit Crd Autopay",1644.23,"posted","",,true,,"internal transfer","Total Checking","5670",,""
"2024-01-29","Amazon",66.44,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Prime Visa","0187",,""
"2024-01-29","Kailash parbat to Shweta Dani",66,"posted","Restaurants","Wants",false,,"regular","Anchita-Venkatesh",,,""
"2024-01-28","Costco",140.46,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-01-28","Fastrak Csc",45,"posted","Car","Fixed Costs",false,,"regular","Chase Unlimited","9835",,""
"2024-01-28","Honest Kitchen - Fre",66.08,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-28","Home Depot",15.93,"posted","Backyard Landscaping","Large Purchases",true,,"regular","Sapphire Reserve","8119",,""
"2024-01-28","Dosa Express",55.07,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-28","Comcast",43.49,"posted","Utilities","Needs",false,,"regular","Ultimate Rewards®","5474",,"Comcast"
"2024-01-27","Vmc Cutco",674.47,"posted","",,true,,"regular","Chase Unlimited","9835",,""
"2024-01-27","Vanguard Buy Investment  Pur",7000,"posted","IRA","Investments",true,,"regular","Total Checking","5670",,""
"2024-01-26","Automatic Payment - Thank",-1644.23,"posted","",,true,,"internal transfer","Chase Unlimited","9835",,""
"2024-01-26","Willow Tv",9.99,"posted","Subscriptions","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-01-26","Trivium Games",68,"posted","Entertainment","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-01-26","Ross Dress For Less",125.11,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-01-26","Trivium Games",341,"posted","",,true,,"regular","Chase Unlimited","9835",,""
"2024-01-26","Sephora",74.97,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-01-26","Bombay Pizza House",18.4,"posted","Restaurants","Wants",false,,"regular","Sapphire Reserve","8119",,""
"2024-01-26","Fid Bkg Svc Llc Moneyline Prasad Co",7000,"posted","IRA","Investments",true,,"regular","Adv Plus Banking","9271",,""
"2024-01-26","Jpmorgan Chase Ext Trnsfr",-7000,"posted","",,true,,"internal transfer","Checking","9970",,""
"2024-01-25","IADH",50,"posted","Dental Expenses","Fixed Costs",false,,"regular","Chase Unlimited","9835","IADH",""
"2024-01-25","Safeway",23.49,"posted","Groceries","Needs",false,,"regular","Chase Unlimited","9835",,""
"2024-01-24","Ross Dress For Less",73.13,"posted","Clothing","Wants",false,,"regular","Chase Unlimited","9835",,""
"2024-01-24","Walmart",274.66,"posted","Shops","Wants",false,,"regular","Chase Unlimited","9835",,""
